公金支出情報（平成３０年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,調整部,渉外課,平成30年04月26日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,東京開業ワンストップセンター相談体験会(4月)の会場使用料,"18,144 "
政策企画局,外務部,管理課,平成30年04月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（一需・4月）,"150,000 "
政策企画局,外務部,管理課,平成30年04月06日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（役務・４月）,"120,000 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（ロンドン）,864 
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（シンガポール）,864 
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（シドニー）,864 
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣現地経費の支出（ロンドン）,"7,000 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,自治体国際化協会派遣現地経費の支出（ロンドン）,"3,933,656 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣現地経費の支出（シンガポール）,"7,000 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,自治体国際化協会派遣現地経費の支出（シンガポール）,"4,871,906 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣現地経費の支出（シドニー）,"7,000 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,自治体国際化協会派遣現地経費の支出（シドニー）,"3,722,174 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣に係る旅費（ロンドン）,"3,906,416 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣に係る旅費（シンガポール）,"3,740,394 "
政策企画局,外務部,管理課,平成30年04月20日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣に係る旅費（シドニー）,"3,052,183 "
政策企画局,計画部,計画課,平成30年04月06日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,少額支払案件に係る資金前渡について（４月分）,"50,000 "
政策企画局,計画部,計画課,平成30年04月17日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,共存共栄に向けた他道府県訪問の出張旅費（佐賀）,"171,906 "
政策企画局,計画部,計画課,平成30年04月17日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,共存共栄に向けた他道府県訪問旅費(佐賀・出張者変更),"57,078 "
政策企画局,計画部,計画課,平成30年04月19日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,共存共栄に向けた他道府県訪問の出張旅費(愛媛),"171,570 "
政策企画局,計画部,計画課,平成30年04月24日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,共存共栄に向けた他道府県訪問の出張旅費(宮崎・大分),"231,192 "
政策企画局,計画部,計画課,平成30年04月24日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,共存共栄に向けた他道府県訪問の出張旅費(福井・石川),"114,530 "
政策企画局,計画部,計画課,平成30年04月25日,一般会計,総務費,政策企画費,管理費,役務費,ビジョン懇談会のアウトプット作成に係る紙面画像送信手数料,"11,232 "
政策企画局,計画部,計画課,平成30年04月25日,一般会計,総務費,政策企画費,管理費,役務費,東京未来ビジョン懇談会のアウトプット作成に係る画像使用料,648 
政策企画局,計画部,計画課,平成30年04月25日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,東京未来ビジョン懇談会のアウトプット作成に係る画像使用料,"55,706 "
総務局,総務部,企画計理課,平成30年04月10日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額案件に係る資金前渡に係る支出（4月分）,"250,000 "
総務局,総務部,企画計理課,平成30年04月10日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額案件に係る資金前渡に係る支出（4月分）,"50,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出(202号室),"61,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出（102号室）,"61,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"8,640,882,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"131,312,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"66,102,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"4,488,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"136,021,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"11,173,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"161,594,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"538,328,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"37,692,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"272,351,000 "
総務局,総務部,企画計理課,平成30年04月12日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,公立大学法人首都大学東京運営費支出(第1四半期),"812,802,000 "
総務局,総務部,企画計理課,平成30年04月16日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出(202号室),"61,000 "
総務局,総務部,企画計理課,平成30年04月16日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,夕張市派遣に伴う住宅の借上げに係る支出（102号室）,"61,000 "
総務局,総務部,文書課,平成30年04月20日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,少額支払案件に係る資金前渡（４月分）,"200,000 "
総務局,総務部,文書課,平成30年04月20日,一般会計,総務費,総務管理費,総務管理費,役務費,少額支払案件に係る資金前渡（４月分）,"5,000 "
総務局,総務部,法務課,平成30年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡（４月分）,"100,000 "
総務局,総務部,法務課,平成30年04月09日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡（４月分）,"4,000 "
総務局,総務部,法務課,平成30年04月16日,一般会計,総務費,総務管理費,総務管理費,役務費,郵券の購入について,"27,590 "
総務局,総務部,総務課,平成30年04月05日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡,"100,000 "
総務局,総務部,総務課,平成30年04月05日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡,"50,000 "
総務局,総務部,総務課,平成30年04月05日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡,"100,000 "
総務局,総務部,総務課,平成30年04月05日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る資金前渡,"50,000 "
総務局,総務部,総務課,平成30年04月11日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地外旅費（三宅支庁）の支出について,"177,644 "
総務局,総務部,総務課,平成30年04月20日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地外旅費（小笠原支庁）の支出について,"522,424 "
総務局,総務部,総務課,平成30年04月27日,一般会計,総務費,総務管理費,総務管理費,負担金補助及交付金,「自衛消防技術試験受験準備講習」等の経費支払,"117,390 "
総務局,総務部,総務課,平成30年04月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「自衛消防技術試験受験準備講習」等の経費支払,"36,400 "
総務局,総務部,総務課,平成30年04月27日,一般会計,総務費,総務管理費,総務管理費,役務費,「自衛消防技術試験受験準備講習」等の経費支払,"38,664 "
総務局,総務部,総務課,平成30年04月27日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,イメージドラム購入に係る経費の支出について,"34,000 "
総務局,行政改革推進部,行政改革課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数少額支払案件に係る資金前渡の支出（４月分),"200,000 "
総務局,行政改革推進部,行政改革課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,役務費,複数少額支払案件に係る資金前渡の支出（４月分),"20,000 "
総務局,行政改革推進部,行政改革課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数少額支払案件に係る資金前渡の支出（４月分),"80,000 "
総務局,情報通信企画部,企画課,平成30年04月09日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る前渡金の準備(その2)(4月分),"10,000 "
総務局,情報通信企画部,企画課,平成30年04月09日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の準備(その3)(4月分),"50,000 "
総務局,情報通信企画部,企画課,平成30年04月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の準備(4月分),"240,000 "
総務局,情報通信企画部,企画課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,小笠原海底光ケーブル敷設に伴う国有財産使用料(母島),"2,190 "
総務局,情報通信企画部,企画課,平成30年04月26日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,第三期海底光ファイバーケーブル陸揚げ作業立会い等,"115,884 "
総務局,人事部,人事課,平成30年04月02日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,平成30年度入都式にかかる駐車場使用料の支出,"31,200 "
総務局,人事部,人事課,平成30年04月11日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の準備（４月支出）,"200,000 "
総務局,人事部,人事課,平成30年04月11日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る前渡金の準備（４月支出）,"70,000 "
総務局,人事部,人事課,平成30年04月11日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の準備（４月支出）,"30,000 "
総務局,人事部,人事課,平成30年04月13日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,H30東京都職員人材育成事業交付金の支出（第1四半期）,"210,355,000 "
総務局,人事部,人事課,平成30年04月16日,一般会計,総務費,総務管理費,職員研修費,役務費,30大学院派遣プログラム研修旅費に係る手数料の支出,"7,128 "
総務局,人事部,人事課,平成30年04月16日,一般会計,総務費,総務管理費,職員研修費,旅費 普通旅費,30大学院派遣プログラム研修生旅費の支出(MPM),"4,503,976 "
総務局,人事部,人事課,平成30年04月16日,一般会計,総務費,総務管理費,職員研修費,旅費 普通旅費,30大学院派遣プログラム研修生旅費の支出（短期）,"5,069,016 "
総務局,人事部,人事課,平成30年04月17日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,平成30年度入都式会場使用料の支出,"530,500 "
総務局,人事部,人事課,平成30年04月17日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,平成３０年度入都式会場附属設備利用料の支出,"63,140 "
総務局,人事部,人事課,平成30年04月23日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,平成３０年度庶務事務システム説明会会場使用料の支出,"264,600 "
総務局,人事部,人事課,平成30年04月24日,一般会計,総務費,総務管理費,職員研修費,使用料及賃借料,H30MPMに係る賃貸借契約に基づく賃借料の支出について,"816,000 "
総務局,人事部,人事課,平成30年04月24日,一般会計,総務費,総務管理費,職員研修費,役務費,H30MPMに係る賃貸借契約に基づく賃借料の支出について,"2,000 "
総務局,人事部,人事課,平成30年04月24日,一般会計,総務費,総務管理費,総務管理費,負担金補助及交付金,派遣研修員「公共経営人財育成プログラム」授業料(前期),"520,800 "
総務局,人事部,人事課,平成30年04月25日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,H30教育研究機関派遣研修実施に係る授業料の支出,"1,240,000 "
総務局,人事部,人事課,平成30年04月26日,一般会計,総務費,総務管理費,職員研修費,負担金補助及交付金,H30大学院修士課程修学支援にかかる授業料の支出,"520,800 "
総務局,人事部,職員支援課,平成30年04月20日,一般会計,総務費,総務管理費,福利厚生費,需用費 一般需用費,少額支払案件に係る資金前渡金の支出（４月分）,"150,000 "
総務局,人事部,職員支援課,平成30年04月20日,一般会計,総務費,総務管理費,福利厚生費,役務費,少額支払案件に係る資金前渡金の支出（４月分）,"20,000 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃料に係る経費の支出①,"328,126 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃料に係る経費の支出①,"139,453 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃料に係る経費の支出②,"563,219 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃料に係る経費の支出②,"239,368 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃料に係る経費の支出①,"328,126 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃料に係る経費の支出①,"139,453 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃料に係る経費の支出①,"563,219 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃料に係る経費の支出①,"239,368 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出②,"1,914,884 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出②,"797,868 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出②,"3,286,844 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出②,"1,369,518 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,使用料及賃借料,建物賃借に係る経費の支出,"1,914,884 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,建物賃借に係る経費の支出,"797,868 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,使用料及賃借料,建物賃借に係る経費の支出②,"3,286,844 "
総務局,人事部,職員支援課,平成30年04月24日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,建物賃借に係る経費の支出②,"1,369,518 "
総務局,人事部,職員支援課,平成30年04月26日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,平成30年度都庁内保育施設運営交付金の支出,"32,285,000 "
総務局,人事部,職員支援課,平成30年04月26日,一般会計,教育費,教育管理費,管理費,負担金補助及交付金,平成30年度都庁内保育施設運営交付金の支出,"78,000 "
総務局,人事部,職員支援課,平成30年04月26日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,産業医に係る傷害保険の更新に伴う経費の支出,"1,344,000 "
総務局,人事部,職員支援課,平成30年04月27日,一般会計,総務費,総務管理費,福利厚生費,負担金補助及交付金,東京都総務局職員住宅の補修業務委託に係る経費の支出,"18,280,644 "
総務局,人事部,職員支援課,平成30年04月27日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,東京都総務局職員住宅の補修業務委託に係る経費の支出,"1,380,000 "
総務局,コンプライアンス推進部,コンプライアンス推進課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複数の少額支払案件に係る資金前渡,"100,000 "
総務局,コンプライアンス推進部,コンプライアンス推進課,平成30年04月13日,一般会計,総務費,総務管理費,総務管理費,役務費,複数の少額支払案件に係る資金前渡,"20,000 "
総務局,行政部,振興企画課,平成30年04月20日,一般会計,総務費,区市町村振興費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（4月分）,"150,000 "
総務局,行政部,振興企画課,平成30年04月20日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,複数の少額支払案件に係る前渡金の支出（4月分）,"50,000 "
総務局,行政部,振興企画課,平成30年04月20日,一般会計,総務費,区市町村振興費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（4月分）,"50,000 "
総務局,行政部,振興企画課,平成30年04月20日,一般会計,総務費,区市町村振興費,管理費,旅費 普通旅費,小笠原諸島振興開発事業調査に係る旅費の支出について,"483,668 "
総務局,行政部,振興企画課,平成30年04月26日,一般会計,総務費,区市町村振興費,支庁管理費,役務費,自動車任意保険契約に係る経費の支出(4月),"102,307 "
総務局,行政部,振興企画課,平成30年04月26日,一般会計,総務費,総務管理費,総務管理費,役務費,自動車任意保険契約に係る経費の支出(4月),"1,573 "
総務局,行政部,振興企画課,平成30年04月27日,特別区財政調整会計,特別区交付金,特別区財政調整交付金,普通交付金,負担金補助及交付金,平成30年度特別区財政調整交付金の支出（30年4月分）,"61,676,207,000 "
総務局,総合防災部,防災管理課,平成30年04月06日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,平成30年度全機関会議に係る会議室使用料の支出,"172,800 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の支出(4月分),"100,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の支出(4月分),"50,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借の支出(都市づくり公社),"714,873 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,平成30年度複数の少額支払に係る経費の支出（4月分）,"150,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,役務費,平成30年度複数の少額支払に係る経費の支出（4月分）,"60,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,平成30年度複数の少額支払に係る経費の支出（4月分）,"20,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,平成30年度複数の少額支払に係る経費の支出（4月分）,"50,000 "
総務局,総合防災部,防災管理課,平成30年04月10日,一般会計,総務費,防災管理費,防災指導費,役務費,平成30年度複数の少額支払に係る経費の支出（4月分）,"20,000 "
総務局,総合防災部,防災管理課,平成30年04月12日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,平成30年度 地域衛星ネットワーク分担金の支出について,"20,482,500 "
総務局,総合防災部,防災管理課,平成30年04月12日,一般会計,総務費,防災管理費,防災指導費,役務費,大島町消防本部及び大島町消防団教育訓練に係る経費,"10,150 "
総務局,総合防災部,防災管理課,平成30年04月12日,一般会計,総務費,防災管理費,防災指導費,旅費 普通旅費,大島町消防本部及び大島町消防団教育訓練に係る経費,"206,776 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,旅費 普通旅費,大島町消防本部及び大島町消防団教育訓練に係る経費,"162,376 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,旅費 普通旅費,小笠原踏査に伴う近接地外旅費の支出について,"784,158 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の準備について,"120,000 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の準備について,"80,000 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,委託料,複数の少額支払案件に係る経費の準備について,"50,000 "
総務局,総合防災部,防災管理課,平成30年04月13日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費の準備について,"50,000 "
総務局,総合防災部,防災管理課,平成30年04月16日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,平成30年度秦野無線中継所専用道路使用料の支出,"38,340 "
総務局,総合防災部,防災管理課,平成30年04月17日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借料の支出（大塚山無線中継所）,"3,882,816 "
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,工作物及び建物賃借の支出(江東補助中継所)上半期,"4,054,470 "
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,H30年度秦野中継所保守用道路負担金の支出,"147,228 "
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,役務費,H30年度秦野中継所保守用道路負担金の支出,432 
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,複数の少額支払案件に係る経費の準備について,"240,000 "
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,役務費,複数の少額支払案件に係る経費の準備について,"40,000 "
総務局,総合防災部,防災管理課,平成30年04月18日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,複数の少額支払案件に係る経費の準備について,"20,000 "
総務局,総合防災部,防災管理課,平成30年04月19日,一般会計,総務費,防災管理費,防災指導費,需用費 一般需用費,営繕積算システムRIBC２の購入,"56,160 "
総務局,総合防災部,防災管理課,平成30年04月24日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,H30年度工作物及び建物賃借料の支出(竹芝無線中継所),"1,931,040 "
総務局,総合防災部,防災管理課,平成30年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,H30年度工作物及び建物賃借料の支出(テレコム無線中継所),"621,432 "
総務局,総合防災部,防災管理課,平成30年04月26日,一般会計,総務費,防災管理費,防災指導費,負担金補助及交付金,関東情報通信協力会会費の支出,"30,000 "
総務局,総合防災部,防災管理課,平成30年04月26日,一般会計,総務費,防災管理費,防災指導費,需用費 光熱水費,４月分  公共料金支払,"1,749 "
総務局,総合防災部,防災管理課,平成30年04月26日,一般会計,総務費,防災管理費,防災指導費,需用費 光熱水費,４月分  公共料金支払,"2,333 "
総務局,総合防災部,防災管理課,平成30年04月26日,一般会計,総務費,防災管理費,防災指導費,需用費 光熱水費,４月分  公共料金支払,"81,743 "
総務局,統計部,調整課,平成30年04月18日,一般会計,総務費,統計費,経済統計費,需用費 一般需用費,調査用地図の購入＜個人企業経済調査＞,"9,720 "
総務局,統計部,調整課,平成30年04月24日,一般会計,総務費,統計費,管理費,報償費,東京都人口予測事業理論指導者の謝金の支出　4月分,"36,096 "
