公金支出情報（平成３１年４月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"6,503 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"5,702 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,統計費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"3,801 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"5,040 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"12,600 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"27,720 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"12,600 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"20,160 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"35,280 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"22,680 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,土木費,土木管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"12,600 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(東京新聞）,"2,520 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"41,400 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,戦略政策情報推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"11,040 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"7,122 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,986 
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"3,616 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"18,845 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"2,739 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"3,287 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,人権対策費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"3,835 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"7,122 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"6,245 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,統計費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"4,163 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"5,520 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"13,800 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"30,360 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"13,800 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"22,080 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"38,640 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"24,840 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,土木費,土木管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"13,800 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(毎日新聞）,"2,760 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"79,200 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,戦略政策情報推進費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"21,120 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"13,624 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"1,886 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"6,917 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"36,053 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"5,240 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"6,288 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,人権対策費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"7,336 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,区市町村振興費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"13,624 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,防災管理費,防災指導費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"11,947 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,統計費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"7,965 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,総務管理費,財務管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"10,560 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"26,400 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,都市整備管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"58,080 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,都市整備費,住宅政策費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"26,400 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,環境費,環境管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"42,240 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"73,920 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,産業労働費,産業労働管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"47,520 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,土木費,土木管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"26,400 "
政策企画局,政策調整部,報道課,平成31年04月26日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,クリッピング利用に係る資金前渡金の支出(朝日新聞）,"5,280 "
政策企画局,外務部,管理課,平成31年04月10日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,複数の少額支払案件に係る前渡金の支出（一需・4月）,"150,000 "
政策企画局,外務部,管理課,平成31年04月10日,一般会計,総務費,政策企画費,管理費,役務費,複数の少額支払案件に係る前渡金の支出（役務・4月）,"120,000 "
政策企画局,外務部,管理課,平成31年04月26日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,自治体国際化協会派遣に係る旅費（ロンドン）,"3,758,793 "
政策企画局,外務部,管理課,平成31年04月26日,一般会計,総務費,政策企画費,管理費,役務費,自治体国際化協会派遣旅費振込手数料（ロンドン）,864 
