公金支出情報（平成３０年５月（出納整理期間）分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,　　　支払額　（円）　
政策企画局,調整部,政策課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,委託料,平成29年度海外広報事業の企画立案・運営業務委託,"395,998,200 "
政策企画局,調整部,政策課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出について(3月・システム分),"10,477 "
政策企画局,調整部,政策課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出について(3月・システム分),"5,788 "
政策企画局,調整部,政策課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日払い旅費の支出について(3月・システム分),"3,389 "
政策企画局,調整部,報道課,平成30年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,スマートフォンの購入に伴う支出,"925,344 "
政策企画局,調整部,渉外課,平成30年05月01日,一般会計,総務費,政策企画費,管理費,委託料,H29「外国企業誘致の更なる推進に向けた検討会」委託,"4,000,000 "
政策企画局,調整部,渉外課,平成30年05月08日,一般会計,総務費,政策企画費,管理費,委託料,H29外国人創業人材受入促進に係る経過観察業務委託,"734,400 "
政策企画局,調整部,渉外課,平成30年05月11日,一般会計,総務費,政策企画費,管理費,委託料,国家戦略特別区域法における障害者雇用特例制度調査,"8,013,600 "
政策企画局,調整部,渉外課,平成30年05月14日,一般会計,総務費,政策企画費,管理費,委託料,H29「東京の特区」に関する資料翻訳委託の支払,"209,952 "
政策企画局,調整部,渉外課,平成30年05月15日,一般会計,総務費,政策企画費,管理費,委託料,H29「東京開業ワンストップセンター丸の内サテライトセンター」運営委託,"9,698,400 "
政策企画局,調整部,渉外課,平成30年05月15日,一般会計,総務費,政策企画費,管理費,委託料,多摩・島しょ等を活用したエンターテイメント創出の業務委託,"65,233,483 "
政策企画局,調整部,渉外課,平成30年05月15日,一般会計,総務費,政策企画費,管理費,委託料,平成29年度「ビジネスコンシェルジュ東京」等の運営委託,"107,218,080 "
政策企画局,調整部,渉外課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,委託料,H29外国人創業人材受入促進に係る確認業務委託,"475,200 "
政策企画局,調整部,渉外課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,委託料,H29外国人創業人材受入促進に係る業務確認委託その２,"302,400 "
政策企画局,調整部,渉外課,平成30年05月25日,一般会計,総務費,政策企画費,管理費,負担金補助及交付金,H29国家戦略特区家事支援外国人受入事業研修等補助金,"1,642,000 "
政策企画局,調整部,渉外課,平成30年05月25日,一般会計,産業労働費,商工業振興費,経営技術支援費,委託料,H29「東京の特区」に係る広報業務の企画・運営委託,"2,561,093 "
政策企画局,調整部,渉外課,平成30年05月25日,一般会計,総務費,政策企画費,管理費,委託料,H29「東京の特区」に係る広報業務の企画・運営委託,"56,277,307 "
政策企画局,外務部,管理課,平成30年05月02日,一般会計,総務費,政策企画費,管理費,使用料及賃借料,チケットによるタクシー利用料金の支払い（3月）,"57,934 "
政策企画局,外務部,管理課,平成30年05月21日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,定日旅費の支出について（平成３０年３月システム分）,"1,761 "
政策企画局,外務部,管理課,平成30年05月24日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,エコノミストの購読,"41,000 "
政策企画局,外務部,事業課,平成30年05月17日,一般会計,総務費,政策企画費,管理費,役務費,多都市間の実務的協力事業に係る翻訳委託（単価契約）,"102,492 "
政策企画局,外務部,事業課,平成30年05月17日,一般会計,総務費,政策企画費,管理費,役務費,多都市間の実務的協力事業に係る翻訳委託（単価契約）,"373,464 "
政策企画局,計画部,計画課,平成30年05月01日,一般会計,総務費,政策企画費,管理費,委託料,ビジョン懇談会のアウトプット作成に係るHP作成業務委託,"421,200 "
政策企画局,計画部,計画課,平成30年05月02日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,雑誌「週刊東洋経済」ほか１４点の購読（概算契約）,"60,235 "
政策企画局,計画部,計画課,平成30年05月10日,一般会計,総務費,政策企画費,管理費,需用費 一般需用費,新聞「交通新聞」の購読,"27,768 "
政策企画局,計画部,計画課,平成30年05月21日,一般会計,総務費,政策企画費,管理費,旅費 普通旅費,旅費の支給について（平成３０年３月分）,534 
総務局,総務部,企画計理課,平成30年05月23日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,平成29年度公立大学法人首都大学東京施設費補助金,"1,201,033,792 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,公報検索及びHP公開サービス提供委託（1月分〜3月分）,"382,320 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,文書総合管理システム運用支援委託,"14,002,200 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,文書総合管理システム用機器の借入れ（再リース）,"1,486,458 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,官報外２件の購入に係る経費の支出,"43,692 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,官報外２件の購入に係る経費の支出,"58,056 "
総務局,総務部,文書課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,平成29年度文書の保存委託(単価契約)に係る経費の支出,"10,253,027 "
総務局,総務部,文書課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,役務費,文書総合管理システムバックアップテープ保管委託(単価契約),"9,342 "
総務局,総務部,文書課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,東京都公報の製本,"116,640 "
総務局,総務部,文書課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,印章（公印）の購入,"135,000 "
総務局,総務部,文書課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,印章（公印）の購入,"16,200 "
総務局,総務部,文書課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,平成29年度印章(公印)の購入に係る経費の支出について,"80,352 "
総務局,総務部,文書課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,委託料,マイクロフィルム用ソフトウェア運用支援委託（単価契約）3月分,"7,560 "
総務局,総務部,文書課,平成30年05月10日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,雑誌の購入（日経コンピュータ）,"23,800 "
総務局,総務部,文書課,平成30年05月10日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,東京都文書事務の手引の印刷,"795,204 "
総務局,総務部,文書課,平成30年05月10日,一般会計,生活文化費,生活文化費,広報広聴費,需用費 一般需用費,東京都文書事務の手引の印刷,"859,680 "
総務局,総務部,文書課,平成30年05月10日,一般会計,総務費,総務管理費,総務管理費,委託料,文書総合管理システム用機器の更新に向けたシステム構築委託,"27,216,000 "
総務局,総務部,文書課,平成30年05月11日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,東京都令規集追録の印刷等(単価契約)に係る経費の支出,"1,054,620 "
総務局,総務部,文書課,平成30年05月11日,一般会計,総務費,総務管理費,総務管理費,役務費,東京都令規集追録の印刷等(単価契約)に係る経費の支出,"83,397 "
総務局,総務部,文書課,平成30年05月14日,一般会計,総務費,総務管理費,総務管理費,委託料,東京都公報の編集及び印刷（緊急対応追加分）の支出,"116,640 "
総務局,総務部,文書課,平成30年05月15日,一般会計,総務費,総務管理費,総務管理費,委託料,都例規集・国法令集DB等の提供委託（1月分〜3月分）,"2,505,708 "
総務局,総務部,文書課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,委託料,東京都公報の編集及び印刷の支出（３月分）,"570,240 "
総務局,総務部,文書課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,東京都公報の編集及び印刷の支出（３月分）,"1,428,848 "
総務局,総務部,文書課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,委託料,東京都公報等のマイクロフィルム撮影等委託の支出,"970,920 "
総務局,総務部,文書課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,委託料,東京都公報等のマイクロフィルム撮影等委託（その2）の支出,"725,778 "
総務局,総務部,総務課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,５月分  公共料金支払,"1,507 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地内旅費（３月システム処理分）の支出について,"59,731 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地内旅費（３月システム処理分）の支出について,"32,634 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地内旅費（３月システム処理分）の支出について,"1,064 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地内旅費（３月システム処理分）の支出について,"123,131 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 特別旅費,近接地内旅費（３月システム処理分）の支出について,"2,160 "
総務局,総務部,総務課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,旅費 普通旅費,近接地内旅費の支出について,"1,050 "
総務局,総務部,総務課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,簡易業務用無線機器等の賃借に係る経費の支出,"58,800 "
総務局,総務部,総務課,平成30年05月09日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,メガホン型多言語音声翻訳機の借入れに係る経費の支出,"189,000 "
総務局,総務部,総務課,平成30年05月11日,一般会計,学務費,公立大学法人首都大学東京支援費,公立大学法人首都大学東京支援費,負担金補助及交付金,組合役員費の公的負担金(Ｈ２９概算払)の精算,"2,713 "
総務局,総務部,総務課,平成30年05月15日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「自由民主」の購読,"5,100 "
総務局,総務部,総務課,平成30年05月15日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「しんぶん赤旗」の購読,"41,964 "
総務局,総務部,総務課,平成30年05月15日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「公明新聞」の購読,"22,644 "
総務局,総務部,総務課,平成30年05月15日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「民進プレス」の購読,"3,000 "
総務局,総務部,総務課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,委託料,庁内警備等業務委託に係る経費の支出（総務費）,"60,051,870 "
総務局,総務部,総務課,平成30年05月16日,一般会計,議会費,都議会費,事務局費,委託料,庁内警備等業務委託に係る経費の支出（議会：議会費）,"5,826,926 "
総務局,総務部,総務課,平成30年05月16日,一般会計,総務費,建築保全費,営繕費,委託料,庁内警備等業務委託に係る経費の支出（財務：総務費）,"1,165,371 "
総務局,総務部,総務課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,委託料,庁内警備等業務委託に係る経費の支出（情報：総務費）,"1,508,140 "
総務局,総務部,総務課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,パーソナルコンピュータ等の借入れの支出,"38,880 "
総務局,総務部,総務課,平成30年05月16日,一般会計,総務費,総務管理費,総務管理費,委託料,庁内警備等業務委託に係る経費の支出（総務費）,"5,799,600 "
総務局,総務部,総務課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,「都議会情報」の購読,"116,640 "
総務局,総務部,総務課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,役務費,枕カバー外13件のクリーニング（単価契約）の支出,"38,545 "
総務局,総務部,総務課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複写サービスに関する契約(単価契約)（巡視室分）,"17,297 "
総務局,総務部,総務課,平成30年05月17日,一般会計,総務費,総務管理費,総務管理費,役務費,敷き布団外３件の熱風乾燥(単価契約)に係る経費の支出,"5,432 "
総務局,総務部,総務課,平成30年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複写サービスに関する契約（単価契約）の支出,"49,056 "
総務局,総務部,総務課,平成30年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,複写サービスに関する契約（単価契約）の支出,"73,068 "
総務局,行政改革推進部,行政改革課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,月刊自治体ソリューションの購入,"12,960 "
総務局,行政改革推進部,行政改革課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,日経グローカルの購入,"90,720 "
総務局,行政改革推進部,行政改革課,平成30年05月21日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,チケットによるタクシー料金の支払いについて(3月分),"154,714 "
総務局,行政改革推進部,行政改革課,平成30年05月21日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,チケットによるタクシー料金の支払いについて(3月分),"83,829 "
総務局,行政改革推進部,行政改革課,平成30年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,雑誌の購入(概算契約)に係る経費の支出(第４四半期分),"22,626 "
総務局,行政改革推進部,行政改革課,平成30年05月22日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,雑誌の購入(概算契約)に係る経費の支出(第４四半期分),"13,332 "
総務局,行政改革推進部,行政改革課,平成30年05月28日,一般会計,総務費,総務管理費,総務管理費,報償費,平成27年度包括外部監査結果の措置状況検証経費の支出,"1,627,600 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,TAIMS等仮想化基盤サーバ等の借入れ(３月分）,"21,564,269 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,高等学校費,管理費,使用料及賃借料,TAIMS等仮想化基盤サーバ等の借入れ(３月分）,"9,852,715 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成27年度更新分)の借入れ(３月分）,"428,209 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,高等学校費,管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成27年度更新分)の借入れ(３月分）,"2,992,546 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,特別支援学校費,管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成27年度更新分)の借入れ(３月分）,"1,668,779 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,小中学校費,中学校管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成27年度更新分 )の借入れ(３月分）,"129,684 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成27年度更新分)の借入れ(３月分）,"2,243,798 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,ＬＡＮアナライザの借入れ(３月分）,"367,740 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,新TAIMS運用支援委託（第4四半期分）,"94,829,354 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,職員研修費,委託料,新TAIMS運用支援委託(第4四半期分）,"295,000 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,高等学校費,管理費,委託料,新TAIMS運用支援委託（第4四半期分）,"11,898,702 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,特別支援学校費,管理費,委託料,新TAIMS運用支援委託（第4四半期分）,"2,122,500 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,内部認証基盤関連システムの運用支援委託,"128,029,498 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,教育費,高等学校費,管理費,委託料,内部認証基盤関連システムの運用支援委託,"774,110 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,情報セキュリティ脆弱性診断業務等の委託,"6,868,800 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,委託料,新業務系端末等運用支援委託,"24,462,000 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,５月分  公共料金支払,"13,672,420 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,５月分  公共料金支払,"5,616 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,５月分  公共料金支払,"34,963 "
総務局,情報通信企画部,企画課,平成30年05月01日,一般会計,総務費,総務管理費,総務管理費,役務費,５月分  公共料金支払,"4,073 "
総務局,情報通信企画部,企画課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,役務費,機能拡張型通信機能付きタブレット利用環境の提供,"612,284 "
総務局,情報通信企画部,企画課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,シュレッダーの借入れ（第４四半期分）,"32,076 "
総務局,情報通信企画部,企画課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,端末の借入れ（第４四半期分）,"22,032 "
総務局,情報通信企画部,企画課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,ＤＶＤ複写機等の借入れ（第４四半期分）,"144,180 "
総務局,情報通信企画部,企画課,平成30年05月02日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,ペーパーレス会議システム用タブレット端末の借入れ,"464,724 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成28年度更新分)の借入れ（３月分）,"38,855,986 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,高等学校費,管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成28年度更新分)の借入れ(３月分）,"742,154 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,特別支援学校費,管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成28年度更新分)の借入れ(３月分）,"645,891 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,小中学校費,中学校管理費,使用料及賃借料,ＴＡＩＭＳ端末(平成28年度更新分)の借入れ(３月分）,"124,209 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,自治体情報セキュリティクラウドデータセンター環境及びサービス提供委託,"4,197,744 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,役務費,自治体情報セキュリティクラウドデータセンター環境及びサービス提供委託,"1,026,216 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,自治体情報セキュリティクラウド運用等業務委託,"138,971,700 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,社会保障・税番号制度の共通基盤追加構築委託(平成29,"25,050,600 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,役務費,情報処理機器等の回収・再資源化業務委託,"4,860 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,情報処理機器等の回収・再資源化業務委託,"167,940 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,平成29年度共通基盤システム等セキュリティ診断実施委託,"2,970,000 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,TAIMS端末(平成29年度更新分）の借入れ(３月分）,"5,417,405 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,高等学校費,管理費,使用料及賃借料,TAIMS端末（平成29年度更新分）の借入れ(３月分）,"22,804,776 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,特別支援学校費,管理費,使用料及賃借料,TAIMS端末(平成29年度更新分)の借入れ(３月分）,"13,231,838 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,教育費,小中学校費,中学校管理費,使用料及賃借料,TAIMS端末(平成29年度更新分）の借入れ(３月分）,"435,824 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,TAIMS端末(平成29年度更新分）の借入れ(３月分）,"1,935,872 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,福祉保健費,福祉保健管理費,管理費,使用料及賃借料,TAIMS端末(平成29年度更新分）の借入れ(３月分）,"613,195 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,生活文化費,生活文化費,管理費,使用料及賃借料,TAIMS端末(平成29年度更新分）の借入れ(３月分）,"116,557 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,会計管理費,管理費,使用料及賃借料,TAIMS端末（平成29年度更新分）の借入れ(３月分）,"40,541 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,ソフトウェアバージョンアップ対応(WSUS、InterScan)作業委託,"10,712,520 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,標的型攻撃メール対策訓練実施委託,"2,062,800 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,ＴＡＩＭＳアクセシビリティ端末入替え作業委託,"5,173,200 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,委託料,ＴＡＩＭＳ機器移設作業委託,"20,245,680 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,役務費,情報セキュリティ総合情報メール配信サービスの利用,"103,680 "
総務局,情報通信企画部,企画課,平成30年05月07日,一般会計,総務費,総務管理費,総務管理費,需用費 一般需用費,雑誌の購入（概算契約）（第４四半期分）,"2,106 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,総務費,総務管理費,総務管理費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"1,219,196 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,徴税費,徴税管理費,管理費,使用料及賃借料,新業務系端末等の借入れ（３月分）,"331,111 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,保健政策費,特定疾病対策費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"14,716 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,生活福祉費,管理費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"345,827 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,少子社会対策費,管理費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"7,358 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,少子社会対策費,子供家庭福祉費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"7,358 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,少子社会対策費,児童相談所費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"206,025 "
総務局,情報通信企画部,企画課,平成30年05月08日,一般会計,福祉保健費,障害者施策推進費,管理費,使用料及賃借料,新業務系端末等の借入れ(３月分）,"7,358 "
